domain_id	fold_label
1bhdA00	1.10.418
2wa5A01	1.10.418
1qagA01	1.10.418
1wixA01	1.10.418
1aoaA02	1.10.418
2d88A01	1.10.418
4txiA03	1.10.418
1p2xA00	1.10.418
1wyrA00	1.10.418
2ee7A01	1.10.418
2d86A01	1.10.418
2yrnA01	1.10.418
1wynA01	1.10.418
2jv9A01	1.10.418
1ujoA00	1.10.418
1euvA01	1.10.418
3eayA01	1.10.418
2igpA00	1.10.418
5tcsA01	1.10.418
4ddpA00	1.10.418
3vp7A00	1.10.418
2eqoA01	1.10.418
7kdfB01	1.10.418
2ve7C01	1.10.418
4lvpA00	1.10.418
6ianC01	1.10.418
2wdtA01	1.10.418
2l1nA00	1.10.418
1llpA02	1.10.420
1bgpA02	1.10.420
1qgjA02	1.10.420
4cznA02	1.10.420
1lycA02	1.10.420
1a2fA02	1.10.420
4uscA02	1.10.420
1u2kA02	1.10.420
3uw8A02	1.10.420
1iynA02	1.10.420
1ub2A02	1.10.420
2imsA00	1.10.437
2vm6A00	1.10.437
2kbwA01	1.10.437
2b48A00	1.10.437
1q59A00	1.10.437
1f16A00	1.10.437
2kuaA01	1.10.437
6tqpA01	1.10.437
2vtyA00	1.10.437
6wh0A01	1.10.437
2aboA00	1.10.437
1ohuA00	1.10.437
7ccmB01	1.10.437
4uf1A00	1.10.437
6xy4A01	1.10.437
2jbyA00	1.10.437
3qbrX00	1.10.437
4u2vA02	1.10.437
4bduA02	1.10.437
1k3kA00	1.10.437
1ddbA00	1.10.437
1lxlA00	1.10.437
2k36A00	1.10.437
4lqkA00	1.10.437
2i39B00	1.10.437
2vvwA00	1.10.437
2vvyA01	1.10.437
1cp9A01	1.10.439
4hstA01	1.10.439
4bthA00	1.10.439
1fm2A00	1.10.439
5c9iD01	1.10.439
3fgrA02	1.10.439
4bwcA02	1.10.439
1eniA00	1.10.440
2wfpA03	1.10.441
1pmiA02	1.10.441
5b1aD00	1.10.442
1f44A01	1.10.443
1ae9A00	1.10.443
1aihA00	1.10.443
5jk0B01	1.10.443
2a3vA02	1.10.443
4a8eA02	1.10.443
3nkhA00	1.10.443
3uxuA00	1.10.443
1floC02	1.10.443
4acoA02	1.10.443
3sqiA02	1.10.443
4dwpA02	1.10.443
2v6eA03	1.10.443
6tmfI00	1.10.455
2xzmG00	1.10.455
1fkaG00	1.10.455
1mw9X02	1.10.460
1i7dA02	1.10.460
4cgyA02	1.10.460
1gkuB06	1.10.460
1eysC02	1.10.468
1eysC01	1.10.468
2vsgA02	1.10.470
1vsgA02	1.10.470
2i53A02	1.10.472
2i53A01	1.10.472
1vinA01	1.10.472
1w98B02	1.10.472
2ivxB02	1.10.472
2ivxB01	1.10.472
4f7nB01	1.10.472
5xs2B02	1.10.472
1guxB00	1.10.472
7jv7B01	1.10.472
2w9zA01	1.10.472
4rocA01	1.10.472
2b9rA01	1.10.472
1ungE00	1.10.472
2w96A02	1.10.472
1w98B01	1.10.472
1f5qB02	1.10.472
1aisB01	1.10.472
1aisB02	1.10.472
1f5qB01	1.10.472
1ad6A00	1.10.472
4yozA01	1.10.472
1g3nC01	1.10.472
3h4cA01	1.10.472
4yosA02	1.10.472
1c9bA02	1.10.472
2f2cA01	1.10.472
1jkwA02	1.10.472
1zp2A01	1.10.472
3m03B00	1.10.472
2f2cA02	1.10.472
1zp2A02	1.10.472
1c9bA01	1.10.472
4krdB00	1.10.472
6z4xA01	1.10.472
7ml0M01	1.10.472
1jkwA01	1.10.472
3k7aM01	1.10.472
2pmiB00	1.10.472
7qovB01	1.10.472
1ahjB01	1.10.472
3qygB01	1.10.472
3vygE00	1.10.472
1enwA00	1.10.472
1td6A03	1.10.472
2qgsB01	1.10.472
2pjqA01	1.10.472
3djbA01	1.10.472
3dtoA01	1.10.472
2in3A02	1.10.472
3qwlA03	1.10.472
2qq8A03	1.10.472
3hzjA03	1.10.472
4hl4A02	1.10.472
1fkmA02	1.10.472
3qybA03	1.10.472
2qf7A05	1.10.472
2kr6A01	1.10.472
3h4cA02	1.10.472
3vkgA08	1.10.472
4akgA08	1.10.472
2qdjA03	1.10.472
3dl1A01	1.10.472
4bbrM00	1.10.472
3zlaA02	1.10.472
2is6A04	1.10.486
4c2uA04	1.10.486
4ceiA05	1.10.486
1pjrA04	1.10.486
1uaaA04	1.10.486
1w36B04	1.10.486
7sjrB01	1.10.486
1w36C04	1.10.486
1cpoA00	1.10.489
2yorA00	1.10.489
7znvA01	1.10.489
7o1rA01	1.10.489
7zclA01	1.10.489
5ojcA00	1.10.490
2nrlA00	1.10.490
1jwnA00	1.10.490
1a00B00	1.10.490
3hyuA00	1.10.490
1h97A00	1.10.490
3k3uA00	1.10.490
2bk9A00	1.10.490
2c0kB00	1.10.490
1hbgA00	1.10.490
2wy4A00	1.10.490
1cqxA01	1.10.490
1b0bA00	1.10.490
1tu9A00	1.10.490
1oj6A00	1.10.490
2d2mD00	1.10.490
1ecaA00	1.10.490
1x46A00	1.10.490
3mvcB00	1.10.490
1f5oA00	1.10.490
1dm1A00	1.10.490
1x9fA00	1.10.490
2w31A00	1.10.490
1yhuB00	1.10.490
1x9fD00	1.10.490
1x3kA01	1.10.490
1gcvA00	1.10.490
1cg5B00	1.10.490
1gcvB00	1.10.490
2zs0A00	1.10.490
4uiqB00	1.10.490
6o0aA01	1.10.490
1ashA00	1.10.490
3wfwA00	1.10.490
3ubcA00	1.10.490
2oifB00	1.10.490
1binA00	1.10.490
4c0nA00	1.10.490
1ux8A00	1.10.490
2olpA00	1.10.490
3aq5A00	1.10.490
4nk2A01	1.10.490
4zvaA00	1.10.490
1v07A00	1.10.490
2gkmA00	1.10.490
6bmeA00	1.10.490
1dlwA00	1.10.490
1urvA00	1.10.490
1ngkB00	1.10.490
2bnlC00	1.10.490
2vebA00	1.10.490
4b4yA00	1.10.490
4uurA00	1.10.490
3wctD00	1.10.490
1or4B00	1.10.490
6wk3A00	1.10.490
4bjaA00	1.10.490
2ig3A00	1.10.490
1ithA00	1.10.490
1x9fC00	1.10.490
1hlbA00	1.10.490
1cpcB00	1.10.490
1b8dA00	1.10.490
1cpcA00	1.10.490
4f0uA00	1.10.490
1kn1B00	1.10.490
4xxiA00	1.10.490
1a87A02	1.10.490
2i88A00	1.10.490
1ciiA03	1.10.490
1f0lA02	1.10.490
7ri3A02	1.10.490
1ny9A00	1.10.490
1hi8A02	1.10.490
3pmcA00	1.10.490
2yskA00	1.10.490
3ztaA00	1.10.490
4ertA01	1.10.490
3fayA00	1.10.506
3hm6X01	1.10.506
1werA01	1.10.506
1werA02	1.10.506
1nf1A02	1.10.506
3bxjB03	1.10.506
1nf1A01	1.10.506
3bxjA02	1.10.506
4c0tA02	1.10.510
2h96A02	1.10.510
4y93A03	1.10.510
3mdyA02	1.10.510
1yvjA02	1.10.510
1j3hA01	1.10.510
6tuaA02	1.10.510
1yhvA02	1.10.510
5d9hA02	1.10.510
4annA00	1.10.510
6kzdA02	1.10.510
6vg3B02	1.10.510
6y6hA02	1.10.510
4qtcA02	1.10.510
1qpcA02	1.10.510
1vzoA02	1.10.510
5f9eB02	1.10.510
2pvjA01	1.10.510
6bfnB02	1.10.510
4nfnA02	1.10.510
1csnA02	1.10.510
3zduA02	1.10.510
4i92A02	1.10.510
4a4xA02	1.10.510
6npyB00	1.10.510
2ydjA02	1.10.510
4l00A02	1.10.510
3beaA02	1.10.510
4g3dB02	1.10.510
7aqbB02	1.10.510
6qavC02	1.10.510
6fdyU02	1.10.510
2vd5B02	1.10.510
4f0fA02	1.10.510
3s95A02	1.10.510
5wnoA02	1.10.510
2vx3C02	1.10.510
4qoxA02	1.10.510
3g2fA02	1.10.510
4uyaA02	1.10.510
6cthA02	1.10.510
1yhsA02	1.10.510
2wtvA02	1.10.510
2ktyA02	1.10.510
2jiiA02	1.10.510
4anoA00	1.10.510
4krdA02	1.10.510
4itjB02	1.10.510
4pwnA02	1.10.510
8jpdG02	1.10.510
1phkA02	1.10.510
4ynzB02	1.10.510
3udbB02	1.10.510
4ix3A02	1.10.510
3f61A02	1.10.510
5xd6B02	1.10.510
2qkwB02	1.10.510
3kmuA02	1.10.510
4f9cA02	1.10.510
3c0iA02	1.10.510
4l68A02	1.10.510
3uimA02	1.10.510
2w1zA01	1.10.510
4b6lA02	1.10.510
4lv5A01	1.10.510
2z2wA02	1.10.510
3p1aA02	1.10.510
4ow8A02	1.10.510
2h34A02	1.10.510
2yleA00	1.10.510
3qd2B02	1.10.510
6d3kC02	1.10.510
3pg1A02	1.10.510
3oz6B02	1.10.510
1zxeC02	1.10.510
2rioA02	1.10.510
3idpB02	1.10.510
5v5nA02	1.10.510
3hkoA02	1.10.510
3kn6A02	1.10.510
3gniB02	1.10.510
5cemA02	1.10.510
2zmdA02	1.10.510
2pziA01	1.10.510
1z57A02	1.10.510
3lltA02	1.10.510
4bf2A02	1.10.510
6ziwI02	1.10.510
3m2wA02	1.10.510
1gngA02	1.10.510
3rp9A02	1.10.510
3alnC02	1.10.510
3dlsB02	1.10.510
5yksB02	1.10.510
5l2qB02	1.10.510
3blhA02	1.10.510
4y85A02	1.10.510
2bujA02	1.10.510
4fr4A02	1.10.510
5xzwA02	1.10.510
2wtkC02	1.10.510
2zv2A02	1.10.510
4btfA02	1.10.510
3rgfA02	1.10.510
1tkiA02	1.10.510
4ianA02	1.10.510
1howA02	1.10.510
4eutB02	1.10.510
3is5F02	1.10.510
4jrnA01	1.10.510
2pmlX02	1.10.510
3uqcD02	1.10.510
4o1pD02	1.10.510
8c01r02	1.10.510
3p86A02	1.10.510
4azsA03	1.10.510
7szaA01	1.10.510
3utoA03	1.10.510
3vwaA02	1.10.510
3i1aA02	1.10.510
6p5sA02	1.10.510
4m69A00	1.10.510
4yurA02	1.10.510
4c8bA00	1.10.510
7zvsA02	1.10.510
1zarA03	1.10.510
5lohA02	1.10.510
5nclA02	1.10.510
1s9iA02	1.10.510
4lrjA02	1.10.510
4wsqB00	1.10.510
4c57B00	1.10.510
6fdmA02	1.10.510
6j5tB02	1.10.510
3f7wA02	1.10.510
5gz8A00	1.10.510
4q5eA02	1.10.510
6f7bA02	1.10.510
4bwkB01	1.10.510
4otpA02	1.10.510
5kkrB02	1.10.510
4bfmA00	1.10.510
5a4eC00	1.10.510
1zylA02	1.10.510
6vp6A02	1.10.510
3en9A04	1.10.510
5wvdB02	1.10.510
3qa8G01	1.10.510
4bwpB01	1.10.510
6zxfz01	1.10.510
4xr7E01	1.10.510
2rsvA00	1.10.510
2x0qA04	1.10.510
1bekA01	1.10.520
1mn2A01	1.10.520
1bgpA01	1.10.520
1u2kA01	1.10.520
2vcnA01	1.10.520
5al9A01	1.10.520
1itkA01	1.10.520
1c8iA01	1.10.520
3rrwB01	1.10.520
7a8zB01	1.10.520
7p2yd01	1.10.520
2wssW01	1.10.520
6b8hO01	1.10.520
1abvA00	1.10.520
2oebA00	1.10.520
4gkfA00	1.10.520
6s8bA01	1.10.520
2zopA00	1.10.520
2zcaA00	1.10.520
4h79A00	1.10.520
5h9fB00	1.10.520
3wa8B00	1.10.520
4jzaA02	1.10.520
4yf2A00	1.10.530
1hfxA00	1.10.530
1wvuA01	1.10.530
2dqaA00	1.10.530
4kt3A00	1.10.530
6ukcA00	1.10.530
1iizA00	1.10.530
4qdnA00	1.10.530
3ct5A00	1.10.530
4yibA01	1.10.530
3fi7A01	1.10.530
2zycA01	1.10.530
153lA00	1.10.530
3w6bB00	1.10.530
1qsaA03	1.10.530
1ltmA02	1.10.530
1am7A00	1.10.530
6cfcA01	1.10.530
4hjzA00	1.10.530
4c5fA02	1.10.530
1baa001	1.10.530
4fdyA01	1.10.530
7k5cB01	1.10.530
3zvqA00	1.10.530
3bkhA02	1.10.530
1wvuB02	1.10.530
1xsfA00	1.10.530
152lA00	1.10.530
1xjuA00	1.10.530
2anvA00	1.10.530
6h9dA00	1.10.530
3hdeC00	1.10.530
8b2sA01	1.10.530
8hp8A01	1.10.530
5dsgA01	1.10.530
4aqnA02	1.10.530
4dq5B00	1.10.530
2xqoA00	1.10.530
1bgfA00	1.10.532
1cy5A00	1.10.533
2bbrA01	1.10.533
2bbrA02	1.10.533
4dwnA00	1.10.533
4irlB02	1.10.533
2dbgA00	1.10.533
2n00A00	1.10.533
4i16A00	1.10.533
2dbdA00	1.10.533
2ms7A00	1.10.533
4n1kD00	1.10.533
1wh4A01	1.10.533
2l6aA00	1.10.533
2yviA00	1.10.533
2o71A00	1.10.533
1fadA00	1.10.533
3ygsP00	1.10.533
2kn6A02	1.10.533
4zbwA01	1.10.533
1d2zA00	1.10.533
1wmgA00	1.10.533
4zbwA02	1.10.533
4ikmA02	1.10.533
2lwdA00	1.10.533
1ichA00	1.10.533
4a2qA01	1.10.533
4uz0A00	1.10.533
2n80A00	1.10.533
2ib1A00	1.10.533
2n1fA00	1.10.533
2g7rA00	1.10.533
2l9mA00	1.10.533
2a5yB01	1.10.533
7dniC02	1.10.533
7dniB01	1.10.533
2of5H00	1.10.533
3mopA00	1.10.533
3cl3A02	1.10.533
3mopK00	1.10.533
3ezqA00	1.10.533
3cl3A01	1.10.533
6ncvA00	1.10.533
1d2zB00	1.10.533
2mn4A00	1.10.533
1pn5A00	1.10.533
2km6A00	1.10.533
2d96A01	1.10.533
2dbfA01	1.10.533
2mpcA00	1.10.533
1dgnA00	1.10.533
3crdA00	1.10.533
2do9A01	1.10.533
1a1wA00	1.10.533
1wxpA01	1.10.533
2mb9A00	1.10.533
2n7zA00	1.10.533
2dbhA01	1.10.533
1n3kA00	1.10.533
2mjmA00	1.10.533
2xv9A00	1.10.533
2uxwA02	1.10.540
5iduA01	1.10.540
3sf6A01	1.10.540
1ivhA01	1.10.540
3p4tA01	1.10.540
1udyA01	1.10.540
1bucA01	1.10.540
5xdcB01	1.10.540
4m9aA01	1.10.540
2pg0A01	1.10.540
1rx0C01	1.10.540
5lnxF01	1.10.540
2rfqB01	1.10.540
4x28C01	1.10.540
3ii9B01	1.10.540
2jifA01	1.10.540
8ciwB01	1.10.540
3mpiA01	1.10.540
3pfdA01	1.10.540
1w07A01	1.10.540
4iv6B01	1.10.540
3nf4A01	1.10.540
6wy9B01	1.10.540
5gj7A01	1.10.540
6cxtB01	1.10.540
4irnA01	1.10.540
2ddhA01	1.10.540
5af7A01	1.10.540
8cdaC01	1.10.540
2or0B01	1.10.540
2c12A01	1.10.540
3m9vA01	1.10.540
4x28A01	1.10.540
2wbiA01	1.10.540
8hk0A01	1.10.540
2jbrA01	1.10.540
3owaA01	1.10.540
5k3hA01	1.10.540
4xvxA01	1.10.540
1r2jA01	1.10.540
4rm7A01	1.10.540
2ix5A01	1.10.540
6fahC01	1.10.540
2ovjA00	1.10.555
1am4A00	1.10.555
3msxB00	1.10.555
2ee4A01	1.10.555
2osaA00	1.10.555
3iugB00	1.10.555
1pbwB00	1.10.555
5jcpB01	1.10.555
5c5sB00	1.10.555
3kuqA00	1.10.555
5my3A00	1.10.555
3byiD00	1.10.555
2xs6A00	1.10.555
3eapD00	1.10.555
1f7cA00	1.10.555
2qv2A02	1.10.555
2mbgA01	1.10.555
1grlB01	1.10.560
3kttB01	1.10.560
6ks6a01	1.10.560
3p9dG01	1.10.560
3p9dE01	1.10.560
5x9vA01	1.10.560
6ks6G01	1.10.560
6ks6Z01	1.10.560
6ks6q01	1.10.560
1yowA00	1.10.565
1e3gA00	1.10.565
3gyuA00	1.10.565
1exaA00	1.10.565
1a52A00	1.10.565
1ie9A00	1.10.565
1n83A00	1.10.565
1s9qA00	1.10.565
1oshA00	1.10.565
1g2nA00	1.10.565
1navA00	1.10.565
1k74D00	1.10.565
1p8dB00	1.10.565
4logB00	1.10.565
1pduA00	1.10.565
3p0uA00	1.10.565
3n00A00	1.10.565
2r40D00	1.10.565
1xvpB00	1.10.565
4n1yB00	1.10.565
6hj2A00	1.10.565
2xhsA00	1.10.565
1m7wA00	1.10.565
4xaiB02	1.10.565
4nufA02	1.10.565
3f5cB00	1.10.565
4z3xA03	1.10.569
1b25A02	1.10.569
1aorA02	1.10.569
6x6uA02	1.10.569
1ak0A00	1.10.575
3sngA00	1.10.575
1ah7A00	1.10.575
1ca1A01	1.10.575
3fy4C03	1.10.579
1owlA03	1.10.579
1u3dA03	1.10.579
7ud0A01	1.10.579
2xryA03	1.10.579
3zxsA03	1.10.579
1iomA01	1.10.580
3tqgB01	1.10.580
2ifcA01	1.10.580
1cscA01	1.10.580
1nxeA02	1.10.580
1csmA00	1.10.590
4ppuA00	1.10.590
1b25A03	1.10.599
1aorA03	1.10.599
1wmwB00	1.10.600
8h4pA01	1.10.600
5zzjA02	1.10.600
3acxA00	1.10.600
6vydA01	1.10.600
2h8oA00	1.10.600
5i1uA00	1.10.600
6b04C00	1.10.600
4kk2B00	1.10.600
7vwtA01	1.10.600
1ezfC00	1.10.600
1yhlA00	1.10.600
1n1bB02	1.10.600
4dhdA00	1.10.600
4mc3A00	1.10.600
3v1vA00	1.10.600
2z4vA00	1.10.600
6v0kA00	1.10.600
3kb9A00	1.10.600
3p5pA03	1.10.600
3q2qA00	1.10.600
3mzvA00	1.10.600
4omhB00	1.10.600
8gr7A01	1.10.600
1di1A00	1.10.600
3ucaA00	1.10.600
3n3dB00	1.10.600
7watB02	1.10.600
5nx5B00	1.10.600
1hm7B00	1.10.600
3lk5A00	1.10.600
7y9hB01	1.10.600
3llwD00	1.10.600
8h6qD01	1.10.600
7e4mA01	1.10.600
3tc1B00	1.10.600
6oh6A00	1.10.600
8h72B01	1.10.600
8gy0A01	1.10.600
6kd7A00	1.10.600
2j1oA00	1.10.600
7s5lA01	1.10.600
4okmD00	1.10.600
5dz2A00	1.10.600
7w5gA01	1.10.600
1hxaA02	1.10.600
4fjqA01	1.10.600
7e4nA01	1.10.600
5ermB00	1.10.600
4wk5A00	1.10.600
5hn9C00	1.10.600
5jfqB00	1.10.600
3kraC00	1.10.600
4lixA03	1.10.600
3nf2A00	1.10.600
3rmgA00	1.10.600
3aqbB00	1.10.600
3ipiA00	1.10.600
1jfaB00	1.10.600
2q58B00	1.10.600
3lomA00	1.10.600
8d7fC01	1.10.600
3we9A00	1.10.600
1v4eA00	1.10.600
3apzA00	1.10.600
5eroA00	1.10.600
5b00A00	1.10.600
4fp4A00	1.10.600
2azjA00	1.10.600
4hd1A00	1.10.600
6lccA01	1.10.600
8hdlA01	1.10.600
5xn6D00	1.10.600
5yixA00	1.10.601
1sigA00	1.10.601
1qi9A00	1.10.606
1iduA02	1.10.606
1qhbA00	1.10.606
4citA00	1.10.606
1biqA00	1.10.620
6eboA00	1.10.620
4bmoA00	1.10.620
2aniA00	1.10.620
2incB00	1.10.620
1mhyB00	1.10.620
1oq4A00	1.10.620
3u52D00	1.10.620
3chtA00	1.10.620
3ee4A00	1.10.620
5hyhA00	1.10.620
1h0oA00	1.10.620
2incA00	1.10.620
2rccA01	1.10.620
3pf7B00	1.10.620
1za0A00	1.10.620
5olkB01	1.10.620
1mhyD00	1.10.620
2innB00	1.10.620
4a5dB00	1.10.620
1cmjA00	1.10.630
1n40A00	1.10.630
3awmA00	1.10.630
1bvyB00	1.10.630
3nv6A00	1.10.630
3oftA00	1.10.630
4tpoA00	1.10.630
5m0nA00	1.10.630
5li7A00	1.10.630
6bldA00	1.10.630
1h5zA00	1.10.630
4apyA00	1.10.630
4fb2A00	1.10.630
3p3lA00	1.10.630
4dnjA00	1.10.630
4yzrA00	1.10.630
4z5qA00	1.10.630
4wpzA00	1.10.630
3mdmA00	1.10.630
5z9iA00	1.10.630
6j95A01	1.10.630
2uuqA00	1.10.630
3abbA00	1.10.630
1s1fA00	1.10.630
2wiyA00	1.10.630
5hdiA00	1.10.630
8hnzA01	1.10.630
2jjnA00	1.10.630
2xkrA00	1.10.630
3r9bA00	1.10.630
3danA00	1.10.630
1eupA00	1.10.630
5ysmA00	1.10.630
8fbcA01	1.10.630
5xjnA00	1.10.630
3rwlA00	1.10.630
5tl8A00	1.10.630
4uhiA01	1.10.630
1nr6A00	1.10.630
1tqnA00	1.10.630
3b6hA00	1.10.630
1io7A00	1.10.630
4l0fA00	1.10.630
5hiwA00	1.10.630
2wv2A00	1.10.630
8amqA02	1.10.630
6f0cA00	1.10.630
1gwiA00	1.10.630
8e83B01	1.10.630
7abaA01	1.10.630
4yt3A00	1.10.630
1lfkA00	1.10.630
2ve3B00	1.10.630
4lxjA01	1.10.630
1n97A00	1.10.630
1pkfA00	1.10.630
3oo3A00	1.10.630
2z3tA00	1.10.630
3bujA00	1.10.630
2xbkA00	1.10.630
3daxB00	1.10.630
5l92A00	1.10.630
1cptA00	1.10.630
3czhA00	1.10.630
3mgxB00	1.10.630
2hi4A00	1.10.630
3pm0A00	1.10.630
4dvqL00	1.10.630
3mzsA00	1.10.630
3wecA00	1.10.630
8sppA01	1.10.630
4nkwA00	1.10.630
6n6qD00	1.10.630
3qz1D00	1.10.630
3k9vA00	1.10.630
3s79A00	1.10.630
3dbgA00	1.10.630
3nc3B00	1.10.630
2rfbA00	1.10.630
3ejbH02	1.10.630
2yjnB00	1.10.630
1cvuA02	1.10.640
4hhrA01	1.10.640
1cxpC00	1.10.640
6wxrA01	1.10.640
1cc1L00	1.10.645
1e3dB00	1.10.645
7odhL01	1.10.645
4omfA00	1.10.645
6y79C01	1.10.645
8e9gD01	1.10.645
6khjH01	1.10.645
5aa5E00	1.10.645
7p7cC02	1.10.645
7z0sE02	1.10.645
6u8yL01	1.10.645
3wrbB02	1.10.700
1b4uA00	1.10.700
1e7lA02	1.10.720
1a62A01	1.10.720
3l0oA01	1.10.720
2hjqA02	1.10.720
1jeqA05	1.10.720
1zbuB01	1.10.720
2kvdA02	1.10.720
2wqgA00	1.10.720
2jvwA01	1.10.720
1v66A00	1.10.720
2outA02	1.10.720
2kvuA00	1.10.720
1jeiA00	1.10.720
1h9eA00	1.10.720
1h9fA00	1.10.720
1gjjA00	1.10.720
1khcA02	1.10.720
1wdhA02	1.10.720
2g80A02	1.10.720
2mphA01	1.10.720
2lc3A00	1.10.720
1y02A01	1.10.720
1zbsA03	1.10.720
3rylA02	1.10.720
3pmqA02	1.10.720
4qreA03	1.10.730
1qqtA03	1.10.730
2d5bA03	1.10.730
2x1lA03	1.10.730
2v0cA04	1.10.730
5gl7A01	1.10.730
6ldkA01	1.10.730
3kflA03	1.10.730
3zgzA04	1.10.730
3fnrA01	1.10.730
2csxA03	1.10.730
1ileA03	1.10.730
2zueA03	1.10.730
1iq0A03	1.10.730
1wkbA03	1.10.730
1f7uA02	1.10.730
1rqgA04	1.10.730
1qu3A04	1.10.730
3ziuA01	1.10.730
1gaxA02	1.10.730
6lpfA01	1.10.730
1ffyA03	1.10.730
1b7eA02	1.10.740
6i7qV02	1.10.750
2c9wA02	1.10.750
2zooA02	1.10.760
1gu2A00	1.10.760
4v2kA01	1.10.760
1c52A00	1.10.760
1e29A00	1.10.760
1fj0A00	1.10.760
3cp5A00	1.10.760
1chhA00	1.10.760
2xtsB01	1.10.760
4ljiB00	1.10.760
155cA00	1.10.760
1h32B00	1.10.760
1c6rA00	1.10.760
3oa8A01	1.10.760
1eb7A01	1.10.760
4v2kA02	1.10.760
2ce0A00	1.10.760
1m70A02	1.10.760
1gq1A01	1.10.760
1w2lA00	1.10.760
1ql3A00	1.10.760
7tlx101	1.10.760
2c8sA00	1.10.760
3rmzA01	1.10.760
1m70A01	1.10.760
4kmgA00	1.10.760
1dw0A00	1.10.760
2zxyA00	1.10.760
1kb0A02	1.10.760
3cu4A00	1.10.760
1fcdC02	1.10.760
4j20A00	1.10.760
1iqcA02	1.10.760
1cchA00	1.10.760
4xxlA00	1.10.760
1iqcA01	1.10.760
7vzrc01	1.10.760
1c75A00	1.10.760
3oa8A02	1.10.760
1h32A02	1.10.760
1kv9A02	1.10.760
1h31A01	1.10.760
3wfdC00	1.10.760
8gy3A02	1.10.760
1yiqA02	1.10.760
1fcdC01	1.10.760
3a9fA01	1.10.760
1cc5A00	1.10.760
3oa8B00	1.10.760
8gy3A01	1.10.760
1wveC00	1.10.760
3orvA02	1.10.760
4pwaD00	1.10.760
1h1oA02	1.10.760
7vzgC01	1.10.760
3mk7C02	1.10.760
6tp9G01	1.10.760
2blfB01	1.10.760
1h1oA01	1.10.760
6e1cA01	1.10.760
1bccD02	1.10.760
5lo9A01	1.10.760
2qjyB01	1.10.760
8gthB01	1.10.760
3mk7B02	1.10.760
3mk7C03	1.10.760
2l4dA00	1.10.760
1dvhA00	1.10.760
1gksA00	1.10.760
3d0wA00	1.10.760
1fgjA01	1.10.780
1b10A00	1.10.790
1i17A00	1.10.790
1xu0A00	1.10.790
2ktmA00	1.10.790
2kzcA00	1.10.790
1j8uA00	1.10.800
1ltzA00	1.10.800
1a1vA03	1.10.820
1xd4A04	1.10.840
3qxlA00	1.10.840
3cf6E05	1.10.840
2ijeS00	1.10.840
4jgwA02	1.10.840
3t6aA00	1.10.840
4l9mA02	1.10.840
4im9B00	1.10.860
2r5uC00	1.10.860
4ehsA00	1.10.860
3gxvB00	1.10.860
6qelA01	1.10.860
2r6aC01	1.10.860
3bgwA01	1.10.860
2lznA00	1.10.860
1iieA00	1.10.870
1sknP00	1.10.880
2kz5A00	1.10.880
1k1vA00	1.10.880
2xuvB00	1.10.890
1dj8A00	1.10.890
4dokA02	1.10.890
4dolA02	1.10.890
1eyqA01	1.10.890
4dooA02	1.10.890
2lrmA00	1.10.890
3zfiA00	1.10.890
2oq1A02	1.10.930
1tzvA00	1.10.940
1sqgA01	1.10.940
1eyvB00	1.10.940
3r2cA00	1.10.940
1q8cA00	1.10.940
2yxlA01	1.10.940
1qzpA00	1.10.950
5vntA00	1.10.950
1xszA02	1.10.1000
4c0aA02	1.10.1000
1re0B02	1.10.1000
2g1pA02	1.10.1020
2dpmA02	1.10.1020
1q0sA02	1.10.1020
1a9xA04	1.10.1030
5douA01	1.10.1030
3w6zA02	1.10.1040
1evyA02	1.10.1040
1z82B02	1.10.1040
1bg6A02	1.10.1040
3zgyA02	1.10.1040
6jitB02	1.10.1040
1txgA02	1.10.1040
5g6rB02	1.10.1040
4om8A02	1.10.1040
4d3dB02	1.10.1040
1zcjA03	1.10.1040
1vpdA02	1.10.1040
5ayvA02	1.10.1040
1yj8A02	1.10.1040
2cvzA02	1.10.1040
2gf2A02	1.10.1040
3i83A02	1.10.1040
3hn2A02	1.10.1040
2dpoA02	1.10.1040
4s3mB02	1.10.1040
1ks9A02	1.10.1040
2ew2A02	1.10.1040
4ol9A02	1.10.1040
6smyB02	1.10.1040
3l6dA02	1.10.1040
2uyyA02	1.10.1040
5jnmA02	1.10.1040
3h2zA02	1.10.1040
4gbjC02	1.10.1040
3egoA02	1.10.1040
3ghyA02	1.10.1040
3g0oA02	1.10.1040
5je8B02	1.10.1040
4dllB02	1.10.1040
3ckyA02	1.10.1040
4e21B02	1.10.1040
3hwrA02	1.10.1040
3qsgA02	1.10.1040
1dliA03	1.10.1040
1zcjA04	1.10.1040
4ezbA02	1.10.1040
1f0yA02	1.10.1040
4pzcA02	1.10.1040
3qhaB02	1.10.1040
7ocsB01	1.10.1040
1i36A02	1.10.1040
1lj8A02	1.10.1040
4im7A02	1.10.1040
4e12A02	1.10.1040
2qytA02	1.10.1040
3c7aA02	1.10.1040
3ctvA00	1.10.1040
2iz1A02	1.10.1040
1qmgA02	1.10.1040
1pgjA02	1.10.1040
3ulkA02	1.10.1040
3d1lA02	1.10.1040
2i76A02	1.10.1040
1ofcX01	1.10.1040
2y9yA01	1.10.1040
3dfuA02	1.10.1040
3zwcA03	1.10.1040
4b3hA03	1.10.1040
3k6jA02	1.10.1040
3mogC02	1.10.1040
1wdkB03	1.10.1040
2wtbA03	1.10.1040
1fjgD01	1.10.1050
7oocC01	1.10.1050
1fkaD01	1.10.1050
